,1.0,1.0
1049501,1.0,3.69230769231
661300,1.0,1.0
1392660,1.0,1.92307692308
661305,1.0,0.857142857143
1437244,0.4,1.0
1296899,1.0,0.926829268293
1305620,1.0,2.375
697227,1.0,1.20689655172
1454972,1.0,0.725490196078
1029060,1.0,1.36842105263
1594671,1.0,2.40740740741
842410,1.0,1.61538461538
889737,1.0,3.17647058824
726081,1.0,0.85
820229,1.0,1.0
618399,1.0,3.55555555556
1173309,0.8,1.0
1805455,1.0,0.635294117647
1173304,1.0,2.7
1173305,1.0,3.5
1227534,1.0,1.66666666667
618396,1.0,0.8
820227,1.0,1.0
1117095,1.0,1.61111111111
868328,1.0,1.41176470588
622292,1.0,1.95652173913
944562,1.0,1.96428571429
692841,1.0,1.0
1541841,1.0,0.448275862069
709226,1.0,1.5
1541848,1.0,7.33333333333
1744141,1.0,6.125
1054136,1.0,1.25
1588591,1.0,3.6875
628860,1.0,1.0
682821,1.0,1.0
1650301,1.0,5.33333333333
1147653,1.0,1.4
1650308,1.0,2.06666666667
790760,1.0,0.814814814815
1463703,0.8,1.77083333333
1656225,1.0,1.0
1085387,1.0,3.90909090909
622749,1.0,1.57142857143
1463708,1.0,1.0
788370,1.0,2.14285714286
788373,1.0,2.05263157895
1512056,1.0,1.14285714286
788375,1.0,2.76923076923
1140684,1.0,3.14285714286
669307,1.0,3.11111111111
1299543,1.0,4.26666666667
1299541,1.0,2.27272727273
1796892,1.0,1.54166666667
662540,1.0,1.13793103448
1232878,1.0,1.93333333333
747321,1.0,1.54285714286
1547553,1.0,4.25
638618,1.0,4.0
638617,1.0,1.0
916807,1.0,5.0
795302,1.0,1.70588235294
916803,1.0,4.75
906833,1.0,3.16666666667
1809172,1.0,1.0
1733914,1.0,2.86666666667
803257,1.0,0.888888888889
1574010,1.0,1.11538461538
1720727,1.0,2.33333333333
762850,1.0,1.43333333333
762851,1.0,3.33333333333
762852,1.0,0.782608695652
785555,1.0,1.0
797238,1.0,1.89473684211
797239,1.0,2.3
860866,1.0,2.77777777778
1007315,1.0,2.96551724138
1177559,1.0,6.33333333333
1366064,1.0,2.45454545455
1366069,1.0,0.960784313725
1464923,1.0,1.6
837790,1.0,1.66666666667
1771847,1.0,0.666666666667
1798136,1.0,1.05882352941
1487420,1.0,1.0
1638492,1.0,2.84615384615
960591,1.0,1.7
1109772,1.0,0.468085106383
1306929,1.0,1.42857142857
1469285,4.0,1.0
837798,1.0,0.666666666667
1306920,1.0,1.57894736842
1115634,1.0,3.75
667078,1.0,4.66666666667
887717,1.0,1.0
667072,1.0,1.0
667076,1.0,0.25
667077,1.0,1.73913043478
650865,1.0,1.175
835209,1.0,1.0
838639,1.0,3.14285714286
1669611,1.0,1.56
1510344,1.0,4.66666666667
1510349,1.0,4.76923076923
838636,1.0,0.939393939394
881010,1.0,0.263157894737
924890,1.0,2.25
1806830,1.0,2.36842105263
640508,1.0,0.557142857143
624191,1.0,1.21428571429
724978,1.0,2.0
1044093,1.0,2.77777777778
1451056,1.0,1.0
1044096,1.0,5.5
1802109,1.0,1.27272727273
1602562,1.0,1.07692307692
1791931,1.0,0.739130434783
842855,1.0,1.0
783249,1.0,1.0
783241,1.0,1.0
783242,1.0,12.6
1703176,0.95652173913,1.95238095238
1754614,1.0,0.96875
784739,1.0,1.0
1141898,1.0,0.909090909091
1727042,1.0,0.947368421053
1141896,1.0,2.07142857143
1274845,1.0,2.88888888889
1198265,1.0,9.5
1575374,1.0,1.0
675378,1.0,1.0
765008,1.0,1.30769230769
786399,1.0,2.57142857143
1744852,1.0,2.93333333333
732425,1.0,0.75
732426,1.0,0.606060606061
1711525,1.0,2.125
1658517,1.0,0.827586206897
732422,1.0,1.2
1526666,1.0,0.421052631579
842581,1.0,3.3
1648061,0.666666666667,1.0
1322042,1.0,1.0
759504,1.0,1.81481481481
1018711,1.0,5.0625
1018710,1.0,1.0
1407746,1.0,2.45454545455
1001009,1.0,1.0
834845,1.0,1.0
1589853,1.0,2.6875
1415249,1.0,1.0
732353,1.0,3.66666666667
1004033,1.0,0.705882352941
1073325,1.0,1.0
1004036,1.0,1.07142857143
1001007,1.0,3.0
660853,1.0,0.803571428571
649493,1.0,1.44444444444
1027259,1.0,1.0
796089,1.0,1.56666666667
828416,1.0,2.6
1830241,1.0,9.0
828414,1.0,1.0
828413,1.0,1.0
707289,1.0,1.0
828411,1.0,1.0
1302122,1.0,1.72549019608
1302126,1.0,3.05882352941
1302128,1.0,5.4
879620,1.28571428571,2.36170212766
879621,1.0,3.66666666667
1396373,1.0,4.04545454545
879625,1.0,2.5
1396379,1.0,2.31818181818
880059,1.0,6.4
880051,1.0,1.32142857143
1452836,1.0,1.0
1768485,1.0,3.7
1452831,1.0,1.58333333333
1452832,1.0,3.5
1733030,1.0,1.22222222222
657130,1.0,3.0
1096615,1.0,1.65625
1681870,1.0,4.0
1096617,1.0,1.0
885668,1.0,0.470588235294
1693444,1.0,1.73684210526
1528710,1.0,2.5625
1032385,1.0,0.479166666667
1528715,1.0,3.93333333333
1528714,1.0,1.625
1528719,1.0,1.32
787044,1.0,1.0
1450093,1.0,6.125
789843,1.0,2.29166666667
1782242,1.0,3.11764705882
911808,1.0,2.0
764848,1.0,3.31578947368
1630476,1.0,2.375
764846,1.0,1.25
764840,1.0,2.45833333333
764842,1.0,1.0
826085,1.0,0.780487804878
741896,1.0,0.7
1343101,1.0,3.16666666667
727775,1.0,1.29411764706
952439,1.0,0.791666666667
1343105,1.0,0.5
998295,1.0,3.2
998296,1.0,1.45833333333
998291,1.0,4.22222222222
772574,1.0,3.6875
1370595,1.0,3.11111111111
1639844,1.0,1.0
1639840,1.0,2.83333333333
1137942,1.0,2.0
1137943,1.0,2.26086956522
1137940,1.0,1.35294117647
996522,1.0,2.0
672807,1.0,1.0
1484300,1.0,2.64285714286
734963,1.0,3.13333333333
734966,1.0,1.75
1293212,1.0,3.33333333333
1653164,1.0,3.0
906155,1.0,1.4375
731307,1.0,1.0
906151,1.0,1.94444444444
906153,1.0,5.5
1758450,1.0,2.35714285714
1609651,1.0,1.33333333333
1275009,1.0,2.875
1734260,1.0,1.91304347826
1764101,1.0,1.07792207792
829426,1.0,0.55
1734265,1.0,0.392156862745
884539,1.0,1.0625
1734268,1.0,0.555555555556
898060,1.0,0.772727272727
884535,1.0,1.95238095238
898064,1.0,1.0
884531,1.0,7.66666666667
1664938,1.0,1.0
1491257,1.0,1.0
614044,1.0,1.61538461538
1491259,0.5,1.0
1735136,1.0,3.5
883085,1.0,2.25
986570,1.0,1.0
986575,1.0,2.53846153846
986574,1.0,8.0
1451874,1.0,1.0
1451876,1.0,1.33333333333
967695,1.0,3.52
954962,1.0,3.75
786808,1.0,1.0
1029483,1.0,0.372881355932
1389775,1.0,1.0
1389771,1.0,3.28571428571
882973,1.0,4.0
798755,1.0,2.0
798758,1.0,4.0
1637627,1.0,1.0
637672,1.0,1.14285714286
1003331,1.0,0.915254237288
1003333,1.0,1.025
736258,1.0,0.971428571429
1003334,1.0,1.7619047619
1003337,1.0,5.4
955980,1.0,7.4
955981,1.0,0.588235294118
1488146,1.4,2.11904761905
1488140,1.0,4.17647058824
533211,1.0,0.941176470588
1638829,1.0,3.5
1484874,1.0,1.5
957430,1.0,4.14285714286
847744,1.0,1.0
1269182,1.0,3.47826086957
750456,1.0,2.4
907354,1.0,4.14285714286
1311779,1.0,3.0
1439364,1.0,0.5
907350,1.0,2.8
907352,1.0,2.86666666667
1311777,1.0,2.54545454545
907359,1.0,0.555555555556
758606,1.0,0.904761904762
1311774,1.0,3.42857142857
1816689,1.0,4.8
1518969,1.0,1.25
1764819,1.0,1.16666666667
1816683,0.5,1.0
844093,1.0,1.75
1353088,1.0,3.2
1511825,1.0,2.86666666667
1353082,1.0,0.475
1100245,0.961538461538,1.72881355932
1358054,1.0,1.42857142857
1353084,1.0,3.0
1146989,1.0,1.0
1146985,1.0,1.0
1816354,1.0,2.57142857143
1816350,1.0,1.58823529412
696605,1.0,2.86666666667
1545606,1.0,3.90909090909
956987,1.0,5.83333333333
834230,1.0,7.83333333333
696602,1.0,0.464285714286
1150981,1.0,2.0
1155074,1.0,3.28571428571
1177057,1.0,2.2
1744291,1.0,0.791666666667
1147583,1.0,2.0
840913,0.4375,0.756302521008
929355,1.0,0.5
1100796,1.0,2.06060606061
1211427,1.0,0.710526315789
915918,1.0,1.21428571429
1743742,1.0,1.33333333333
760957,1.0,2.0
915914,1.0,1.69230769231
915917,1.0,1.89655172414
1146673,1.0,3.5
915911,1.0,1.86363636364
1718872,1.0,2.41379310345
1295304,1.0,1.02941176471
737326,1.0,0.75
1102790,1.0,0.8
1143004,1.0,1.0
1143005,1.0,10.6
1143006,1.0,1.46153846154
1295302,1.0,1.70833333333
1143009,1.0,11.8
1102799,1.0,4.0
737328,1.0,1.90476190476
1349996,1.0,3.05555555556
1349997,1.0,1.95652173913
1349994,1.0,2.23529411765
733437,1.0,1.04761904762
1079851,1.0,1.21212121212
733432,1.0,1.0
641606,1.0,1.26666666667
915850,1.0,4.0
1079859,1.0,2.58823529412
1349999,1.0,2.5
1135970,1.0,2.75
1135972,1.0,11.0
872596,1.0,4.08695652174
1058940,1.0,1.75
1840152,1.0,1.0
1135979,1.0,0.8
1057337,1.0,1.3
836003,1.0,1.67567567568
836001,1.0,3.0
836000,1.0,2.95454545455
836004,1.0,1.78571428571
1670220,1.0,2.33333333333
617064,1.0,0.6
799833,1.0,1.0
1053979,1.0,2.92307692308
754603,1.0,5.0
1354025,1.0,4.85714285714
991216,1.0,1.0
1053790,1.0,1.0
1102136,1.0,1.85714285714
1825364,1.0,0.5
1102138,1.0,1.14285714286
1217140,0.5,0.852459016393
1076822,1.0,5.0
645340,1.0,1.0
697261,1.0,0.629032258065
645342,1.0,2.21428571429
697263,1.0,2.4
878232,1.0,2.88888888889
878233,1.0,1.0
645348,1.0,1.0
878234,1.0,5.0
713958,1.0,2.75
1525248,1.0,2.0
785479,1.0,1.8
1185694,1.0,6.09090909091
921839,1.0,1.0
921838,1.0,0.659090909091
1142351,1.0,2.45
1142350,1.0,1.0
1542736,0.263157894737,4.89473684211
1066741,1.0,3.25
942914,1.0,2.55
942916,1.0,1.0
1066749,1.0,1.75
1324278,1.0,2.63636363636
1324279,1.0,1.0
1671097,1.0,1.375
865853,1.0,1.38095238095
1671092,1.0,3.0
1409498,1.0,1.39393939394
691599,1.0,2.0
808907,1.0,3.83333333333
1328765,1.0,1.0
919114,1.0,1.0
808901,1.0,1.0
1355644,1.0,4.21739130435
1783657,1.0,1.0
1719835,1.0,3.6
801626,1.0,6.4
999005,1.0,2.85714285714
796966,1.0,1.9
1062245,1.0,3.33333333333
675330,1.0,1.11764705882
796965,1.0,5.33333333333
1062243,1.0,7.44444444444
1220233,1.0,9.375
601325,1.0,1.375
1566013,1.0,4.28571428571
753374,1.0,1.0
1297276,1.0,3.17647058824
997875,1.0,1.0
1297279,1.0,2.61904761905
936977,1.0,5.5
1163895,1.0,1.18644067797
1150614,1.0,1.44444444444
1150617,1.0,2.13333333333
1050942,1.0,2.0
1157642,1.0,0.3
1212247,1.0,1.18181818182
1024268,1.0,1.0
1157649,1.0,1.52380952381
1160137,1.0,3.21739130435
644437,1.0,1.92857142857
1159970,1.0,1.4
644431,1.0,0.625
1535433,1.0,1.46666666667
1472026,1.0,3.11111111111
1159978,1.0,0.377777777778
1017356,1.0,2.59459459459
1545336,1.0,1.04081632653
763379,1.0,0.774193548387
722697,1.0,1.0
1750862,1.0,2.05882352941
1733773,1.0,2.92592592593
1096551,1.0,1.0
722691,1.0,4.0
1184126,1.0,0.772727272727
668076,1.0,1.0
668072,1.0,1.46666666667
1096559,1.0,1.5
1096558,1.0,1.0
1553146,1.0,7.2
912339,1.0,4.5
640476,1.0,0.833333333333
1038901,1.0,2.2
1038903,1.0,1.375
695641,1.0,0.588235294118
1192357,1.0,3.8
695646,1.0,1.52173913043
1007156,1.0,3.15
1542558,1.0,1.43333333333
699762,1.0,1.41666666667
1421482,1.0,2.72727272727
1664097,1.0,2.88888888889
691556,1.0,2.04545454545
1432080,1.0,2.13636363636
1362579,1.0,2.625
917422,1.0,0.636363636364
917421,1.0,1.375
917420,1.0,3.5
945147,1.0,0.55
1362571,1.0,1.0
796924,1.0,1.0
1531439,1.0,4.5
864816,1.0,1.0
1539223,1.0,1.47619047619
640431,1.0,1.76923076923
1406445,1.0,0.857142857143
640433,1.0,1.0
640435,1.0,9.5
1539228,1.0,3.55555555556
1189780,1.0,3.08333333333
1159395,1.0,3.0
1189785,1.0,1.97058823529
1398312,1.0,1.0
1398311,1.0,1.37931034483
1012720,1.0,4.75
1157940,1.0,1.0
1151561,1.0,4.0
918391,1.0,3.51724137931
918393,1.0,4.0
1123214,1.0,1.75
611176,1.0,1.0
955045,1.0,1.45
955043,1.0,1.88888888889
700929,1.0,0.454545454545
1580918,1.0,2.875
638935,1.0,0.588235294118
700925,1.0,1.83333333333
986638,1.0,4.83333333333
1189255,1.0,0.925925925926
1436767,1.0,1.27272727273
1197388,1.0,2.84210526316
917289,1.0,2.14285714286
917287,1.0,5.17647058824
1593292,1.0,3.625
917283,1.0,2.0
617856,1.0,0.789473684211
1790318,1.0,1.0
1209204,1.0,1.0
606751,1.0,3.42857142857
1493635,1.0,4.4
1493637,1.0,0.555555555556
1111623,1.0,5.15384615385
867543,1.0,1.375
1597045,1.0,1.05357142857
1000317,1.0,0.777777777778
1111625,1.0,1.0
1000315,1.0,0.816326530612
646108,1.0,1.6
992762,1.0,1.73333333333
1054754,1.0,1.90909090909
1054750,1.0,1.46666666667
1203467,1.0,2.09677419355
733012,1.0,1.26086956522
992769,1.0,1.26086956522
726512,1.0,0.666666666667
1054759,1.0,1.0
796076,1.0,1.69230769231
1010767,1.0,6.0
1010765,0.628571428571,3.91304347826
933801,1.0,1.8
1064072,1.0,4.6
1079118,1.0,1.0
1064079,1.0,1.0
1331616,1.0,0.58064516129
1065305,1.0,1.0
1065303,1.5,1.0
1649135,1.0,2.05
1399199,1.0,2.33333333333
1685916,1.0,0.75
1197963,1.0,0.649122807018
628274,1.0,0.75
1299361,1.0,5.0
688112,1.0,2.95833333333
688113,1.0,1.5
628272,1.0,1.0
1474514,1.0,2.4
989811,1.0,1.07692307692
687554,1.0,1.33333333333
1462750,1.0,2.08333333333
1651778,1.0,1.0
1165802,1.0,3.6
1165804,1.0,2.72727272727
1165805,1.0,4.55555555556
904180,1.0,3.18181818182
704751,1.0,1.0
616070,1.0,2.25806451613
1472203,1.0,3.75
1472202,1.0,2.86666666667
1050124,1.0,1.10416666667
1426124,1.66666666667,0.655172413793
616078,1.0,0.933333333333
616079,1.0,2.41176470588
715639,1.0,0.5
795522,0.833333333333,5.75
1504335,1.5,1.0
693177,1.0,1.09090909091
693178,1.0,2.42307692308
795244,1.0,0.866666666667
1361127,1.0,1.5
1361126,1.0,1.12676056338
611865,1.0,3.6
1625713,1.0,4.61111111111
